pid,meta_class,meta_town_code,meta_nbhd,meta_certified_est_bldg,meta_certified_est_land,meta_cdu,meta_deed_type,char_hd_sf,char_age,char_apts,char_ext_wall,char_roof_cnst,char_rooms,char_beds,char_bsmt,char_bsmt_fin,char_heat,char_oheat,char_air,char_frpl,char_attic_type,char_fbath,char_hbath,char_tp_plan,char_tp_dsgn,char_cnst_qlty,char_site,char_gar1_size,char_gar1_cnst,char_gar1_att,char_gar1_area,char_ot_impr,char_bldg_sf,char_repair_cnd,char_use,char_type_resd,char_attic_fnsh,char_renovation,char_porch,geo_property_city,geo_property_zip,geo_tract_pop,geo_white_perc,geo_black_perc,geo_asian_perc,geo_his_perc,geo_other_perc,geo_fips,geo_municipality,geo_ohare_noise,geo_floodplain,geo_fs_flood_factor,geo_fs_flood_risk_direction,geo_withinmr100,geo_withinmr101300,geo_school_elem_district,geo_school_hs_district,econ_tax_rate,econ_midincome,ind_large_home,ind_garage,ind_arms_length
1951,203,21,21012,304070,68770,NA,T,7860,94,NA,1,1,6,3,1,1,1,5,2,0,1,1,1,2,NA,2,2,3,1,2,2,0,1397,2,1,5,1,NA,NA,WESTERN SPRINGS,60558,5576,0.9036944045911047,0.013988522238163558,0.009146341463414634,0.055236728837876614,0.035868005738880916,80242,Western Springs,0,0,1,0,0,0,SCHOOL DISTRICT  101,LYONS TOWNSHIP HIGH SCHOOL  204,7.9,162765,FALSE,TRUE,TRUE
1952,203,37,37051,76890,20160,NA,W,5040,56,NA,2,1,5,3,1,3,1,5,1,0,1,1,1,2,2,2,2,3,1,2,2,0,1233,2,1,1,3,NA,NA,BURNHAM,60633,4189,0.14657436142277394,0.6032465982334686,0,0.24421102888517546,0.011936022917164,09798,Burnham,0,0,6,1,0,0,SCHOOL DISTRICT  149,THORNTON TOWNSHIP HIGH SCHOOL  205,24.26,43983,FALSE,TRUE,TRUE
1953,202,76,76060,79460,62500,NA,W,3125,142,NA,1,1,4,2,1,3,2,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,945,2,1,1,NA,NA,NA,CHICAGO,60632,3784,0.0589323467230444,0.0029069767441860465,0.08535940803382663,0.8395877378435518,0.026427061310782242,14000,Chicago,0,0,6,0,0,0,CALMECA,KELLY HS,6.934,43667,FALSE,TRUE,TRUE
1954,212,71,71180,288530,50750,NA,W,3500,63,3,2,2,5,2,3,3,2,5,2,0,1,2,1,2,2,2,2,2,1,2,2,0,4423,2,2,3,3,NA,NA,CHICAGO,60647,2149,0.15774778966961378,0.14937180083759888,0.020009306654257795,0.6612377850162866,0.023266635644485806,14000,Chicago,0,0,1,0,0,1,STOWE,CLEMENTE HS,6.89,55605,FALSE,TRUE,TRUE
1955,202,76,76030,75750,137500,NA,W,3125,134,NA,1,1,4,2,1,3,1,5,2,0,3,1,0,NA,NA,2,2,7,NA,NA,NA,0,933,2,1,1,NA,NA,NA,CHICAGO,60616,3176,0.20340050377833754,0.011649874055415618,0.6155541561712846,0.14042821158690177,0.05793450881612091,14000,Chicago,0,0,1,0,0,0,HEALY,TILDEN HS,6.89,46509,FALSE,FALSE,TRUE
1956,203,71,71371,208060,46500,NA,W,3720,93,NA,1,1,6,3,1,3,1,5,2,0,1,1,1,2,NA,2,2,3,1,2,2,0,1254,2,1,5,1,NA,1,CHICAGO,60634,4044,0.6666666666666666,0.018545994065281898,0.051434223541048464,0.258160237388724,0.010385756676557863,14000,Chicago,0,0,1,0,0,0,DEVER,STEINMETZ COLLEGE PREP HS,6.894,63281,FALSE,TRUE,TRUE
1957,203,12,12121,18870,21000,NA,O,8400,66,NA,3,1,6,4,2,3,1,2,2,1,3,1,0,NA,NA,2,2,1,1,1,2,0,1488,2,1,1,NA,NA,NA,PARK FOREST,60466,3322,0.24834437086092714,0.6550270921131849,0,0.0403371462974112,0.06532209512341963,57732,Park Forest,0,0,1,0,0,0,SCHOOL DISTRICT 163,RICH TOWNSHIP HIGH SCHOOL  227,37.265,39375,FALSE,TRUE,TRUE
1958,203,22,22080,218060,53590,NA,W,6916,64,NA,3,1,5,3,3,1,1,5,2,0,2,1,1,NA,NA,2,2,3,1,2,2,0,1196,2,1,1,3,NA,NA,NILES,60714,5040,0.7507936507936508,0.024603174603174603,0.14662698412698413,0.06805555555555555,0.019642857142857142,53000,Niles,0,0,1,0,0,0,SCHOOL DISTRICT  63,MAINE TOWNSHIP HIGH SCHOOL  207,8.253,71044,FALSE,TRUE,TRUE
1959,203,29,29070,205280,42000,NA,W,8400,58,NA,1,1,7,3,3,3,1,5,2,0,3,2,0,2,NA,2,2,1,1,1,2,0,1589,2,1,1,NA,NA,NA,PALATINE,60074,5118,0.8253223915592028,0.003907776475185619,0.05177803829620946,0.0873388042203986,0.06096131301289566,57225,Palatine,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,9.835,109929,FALSE,TRUE,TRUE
1960,203,20,20050,114170,38010,NA,W,10860,66,NA,1,1,5,2,4,3,1,5,1,0,3,1,0,1,2,2,2,3,1,2,2,0,1026,2,1,1,NA,NA,NA,MELROSE PARK,60164,3902,0.21963095848282932,0.017683239364428498,0.023065094823167605,0.7396207073295745,0,NA,NA,1,0,4,0,0,0,SCHOOL DISTRICT  83,COMMUNITY HIGH SCHOOL  212,10.927,54691,FALSE,TRUE,TRUE
1961,211,77,77091,76550,34070,NA,W,2900,112,2,2,2,10,4,1,3,1,5,2,0,3,2,0,2,2,2,2,7,NA,NA,NA,0,2278,2,2,2,NA,NA,NA,CHICAGO,60623,2705,0.04325323475046211,0.8358595194085028,0.002587800369685767,0.11349353049907579,0.007763401109057301,14000,Chicago,0,0,1,0,0,0,PENN,FARRAGUT HS,6.913,32237,FALSE,FALSE,TRUE
1962,211,31,31210,260220,47890,NA,T,6180,98,2,2,2,12,6,3,3,2,5,2,0,3,2,0,2,2,2,2,3,1,2,2,0,2222,2,2,2,NA,NA,1,BROOKFIELD,60513,3598,0.7584769316286826,0.02501389660922735,0.003057254030016676,0.21345191773207337,0,08576,Brookfield,0,0,7,0,0,0,SCHOOL DISTRICT 95,RIVERSIDE BROOKFIELD HIGH SCHOOL 208,13.524,84417,FALSE,TRUE,TRUE
1963,295,29,29170,150640,37400,NA,W,2992,36,NA,1,1,6,3,1,3,1,5,1,0,3,1,1,2,NA,2,2,1,1,1,2,0,1389,2,1,2,NA,NA,NA,PALATINE,60067,7294,0.663421990677269,0.040855497669317245,0.13531669865642995,0.15204277488346588,0.014943789415958322,57225,Palatine,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,9.835,65639,FALSE,TRUE,TRUE
1964,202,72,72422,156700,37620,NA,O,3960,68,NA,2,1,5,2,1,3,1,5,2,0,3,1,0,NA,NA,2,2,7,NA,NA,NA,0,899,2,1,1,NA,NA,NA,CHICAGO,60655,4947,0.8651708105922782,0.022437841115827774,0.008287851222963412,0.08752779462300384,0.03315140489185365,14000,Chicago,0,0,1,0,0,0,MOUNT GREENWOOD,MORGAN PARK HS,6.908,118640,FALSE,FALSE,TRUE
1965,202,72,72422,169230,34770,NA,W,3660,66,NA,2,1,5,3,1,3,1,5,2,0,2,1,0,NA,NA,2,2,2,1,2,2,0,994,2,1,1,3,NA,NA,CHICAGO,60655,4947,0.8651708105922782,0.022437841115827774,0.008287851222963412,0.08752779462300384,0.03315140489185365,14000,Chicago,0,0,1,0,0,0,MOUNT GREENWOOD,MORGAN PARK HS,6.908,118640,FALSE,TRUE,TRUE
1966,203,37,37102,55440,21700,NA,O,6200,62,NA,3,1,5,3,2,3,1,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,1147,2,1,1,NA,NA,NA,LANSING,60438,4673,0.25144446822169914,0.5063128611170554,0,0.21634924031671304,0.051786860689064844,42028,Lansing,0,0,1,0,0,0,SCHOOL DISTRICT 158,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,19.524,47844,FALSE,TRUE,TRUE
1967,203,34,34050,222910,100070,NA,W,10534,66,NA,2,1,6,4,1,3,1,5,2,0,2,2,0,NA,NA,2,2,1,1,2,2,0,1594,2,1,1,3,NA,NA,RIVERSIDE,60546,3616,0.8426438053097345,0.011615044247787611,0.00995575221238938,0.12997787610619468,0.011615044247787611,64421,Riverside,0,0,1,0,0,0,SCHOOL DISTRICT 96,RIVERSIDE BROOKFIELD HIGH SCHOOL 208,12.07,125486,FALSE,TRUE,TRUE
1968,211,77,77060,535530,103740,NA,W,2280,130,3,2,2,15,6,1,3,2,5,2,0,3,3,0,2,NA,2,2,7,NA,NA,NA,0,3402,2,2,3,NA,NA,NA,CHICAGO,60622,5230,0.7491395793499044,0.047992351816443596,0.05277246653919694,0.12084130019120459,0.058508604206500954,14000,Chicago,0,0,9,0,0,0,PRITZKER,WELLS HS,6.89,104167,FALSE,FALSE,TRUE
1969,211,71,71171,208070,54370,NA,O,3750,89,2,2,1,10,4,1,3,1,5,2,0,3,2,0,2,NA,2,2,3,1,1,1,0,1932,2,2,2,NA,NA,1,CHICAGO,60641,5325,0.3646948356807512,0.004694835680751174,0.07192488262910798,0.5521126760563381,0.011267605633802818,14000,Chicago,0,0,1,0,0,0,REINBERG,FOREMAN HS,6.894,59917,FALSE,TRUE,TRUE
1970,202,71,71210,120800,34370,NA,W,3125,63,NA,2,1,5,2,1,3,1,5,2,0,3,1,1,2,2,2,2,3,1,2,2,0,864,2,1,1,NA,NA,NA,CHICAGO,60639,2730,0.014652014652014652,0.5249084249084249,0.009157509157509158,0.4443223443223443,0.01391941391941392,14000,Chicago,0,0,1,0,0,0,LEWIS,FOREMAN HS,6.884772382397572,46250,FALSE,TRUE,TRUE
1971,211,15,15071,143880,27750,NA,T,3000,127,4,1,1,16,8,1,3,1,5,2,0,3,4,0,NA,NA,2,2,7,NA,NA,NA,0,2478,2,2,2,NA,NA,NA,CICERO,60804,6655,0.06641622839969948,0.030803906836964687,9.015777610818933e-4,0.8949661908339595,0.010217881292261458,14351,Cicero,0,0,1,0,0,0,SCHOOL DISTRICT  99,BERWYN CICERO STICKNEY HIGH SCHOOL 201,16.981,41533,FALSE,FALSE,TRUE
1972,202,72,72330,61040,22910,NA,O,4166,73,NA,1,1,5,2,1,3,1,5,2,0,3,1,0,NA,NA,2,2,2,1,2,2,0,960,2,1,1,NA,NA,NA,CHICAGO,60628,5973,0.0015067805123053742,0.9675205089569731,0,0.007199062447681232,0.047547296166080694,14000,Chicago,0,0,1,0,0,0,"BROWN, R",FENGER HS,6.908,39231,FALSE,TRUE,TRUE
1973,202,72,72380,121070,37800,NA,W,3780,70,NA,2,1,6,3,1,1,1,5,2,0,2,1,1,NA,NA,2,2,3,1,2,2,0,817,2,1,1,3,NA,NA,CHICAGO,60638,7157,0.3317032276093335,0.008802570909598994,0,0.650551907223697,0.010898421126170184,14000,Chicago,0,0,1,0,0,0,HALE,KENNEDY HS,6.934,68397,FALSE,TRUE,TRUE
1974,278,76,76030,360170,137500,NA,W,3125,15,NA,2,1,6,4,1,1,1,5,1,0,3,3,1,2,2,2,2,3,1,2,2,0,2400,2,1,2,NA,NA,NA,CHICAGO,60616,3176,0.20340050377833754,0.011649874055415618,0.6155541561712846,0.14042821158690177,0.05793450881612091,14000,Chicago,0,0,1,0,0,0,HEALY,TILDEN HS,6.89,46509,FALSE,TRUE,TRUE
1975,211,71,71410,235210,59520,NA,W,3720,65,2,3,1,8,4,1,1,1,5,2,0,3,2,0,2,2,2,2,3,1,2,2,0,2112,2,2,2,NA,NA,NA,CHICAGO,60646,5563,0.8096350889807657,1.7975912277548085e-4,0.02714362753909761,0.16070465576127987,0.002336868596081251,14000,Chicago,0,0,1,0,0,0,HITCH,TAFT HS,6.884772382397572,79665,FALSE,TRUE,TRUE
1976,278,77,77060,755780,141050,NA,W,3100,21,NA,2,2,5,2,1,1,1,5,1,0,3,2,1,2,1,2,2,7,NA,NA,NA,0,3138,2,1,3,NA,NA,NA,CHICAGO,60622,1797,0.6132442960489705,0.025598219254312743,0.10072342793544797,0.21981079577072898,0.08124652198107958,14000,Chicago,0,0,3,0,0,0,DIEGO,CLEMENTE HS,6.89,106339,FALSE,FALSE,TRUE
1977,203,20,20081,139430,43210,NA,O,5762,94,NA,1,1,6,3,1,3,1,5,1,0,1,1,0,1,2,2,2,3,1,2,2,0,1248,2,1,5,1,NA,NA,RIVER GROVE,60171,4995,0.6126126126126126,0.024824824824824825,0.021021021021021023,0.3207207207207207,0.03963963963963964,64343,River Grove,0,0,1,0,0,0,SCHOOL DISTRICT  85 1/2,COMMUNITY HIGH SCHOOL  212,10.752,63495,FALSE,TRUE,TRUE
1978,203,38,38070,223120,40000,NA,W,6400,70,NA,1,1,5,3,1,3,1,5,2,0,3,1,0,2,NA,2,2,2,1,2,2,0,1059,2,1,1,NA,NA,NA,ARLINGTON HEIGHTS,60004,5310,0.8862523540489642,0.007721280602636535,0.044444444444444446,0.061581920903954805,0,02154,Arlington Heights,0,0,4,1,0,1,SCHOOL DISTRICT 25,ARLINGTON HTS TWNSHP H S 214,9.004,83491,FALSE,TRUE,TRUE
1979,211,77,77091,133980,36710,NA,W,3125,122,5,2,1,24,14,1,3,1,5,2,0,3,5,0,2,NA,2,2,7,NA,NA,NA,0,6478,2,2,3,NA,NA,2,CHICAGO,60623,655,0.0061068702290076335,0.8610687022900764,0,0.13282442748091602,0,14000,Chicago,0,0,1,0,0,0,CROWN,FARRAGUT HS,6.913,21974,FALSE,FALSE,TRUE
1980,202,31,31160,193560,48750,NA,W,7500,65,NA,2,1,5,2,1,3,1,5,1,0,3,1,1,2,2,2,2,2,1,2,2,0,945,2,1,1,NA,NA,NA,BROOKFIELD,60513,5502,0.8009814612868048,0.010359869138495093,0.029989094874591057,0.1395856052344602,0.03816793893129771,08576,Brookfield,0,0,1,0,0,0,SCHOOL DISTRICT 95,RIVERSIDE BROOKFIELD HIGH SCHOOL 208,13.524,84053,FALSE,TRUE,TRUE
1981,207,77,77030,432980,63750,NA,T,2500,9,NA,1,2,5,3,1,1,1,5,1,0,3,1,1,2,2,2,2,3,1,2,2,0,1698,2,1,2,NA,NA,NA,CHICAGO,60647,2917,0.5913609873157354,0.04868015083990401,0.02159753171066164,0.3157353445320535,0.04525197120329105,14000,Chicago,0,0,1,0,0,0,DARWIN,CLEMENTE HS,6.915,91354,FALSE,TRUE,TRUE
1982,203,70,70120,78930,40350,NA,W,4484,106,NA,2,1,6,3,1,3,1,5,2,0,3,1,0,NA,NA,2,2,7,NA,NA,NA,0,1325,2,1,1,NA,NA,1,CHICAGO,60619,2547,7.852375343541421e-4,0.9874361994503337,0,0,0.01884570082449941,14000,Chicago,0,0,1,0,0,0,PIRIE,HARLAN HS,6.88386464826358,30714,FALSE,FALSE,TRUE
1983,211,71,71361,300880,50620,NA,W,3750,63,2,2,1,10,4,1,1,2,5,2,0,3,3,0,2,NA,2,2,3,1,2,2,0,2187,2,2,2,NA,NA,NA,CHICAGO,60631,3508,0.7699543899657925,0.008266818700114024,0.0476054732041049,0.12827822120866592,0.09179019384264538,14000,Chicago,0,0,1,0,0,1,EBINGER,TAFT HS,6.884772382397572,95990,FALSE,TRUE,TRUE
1984,203,11,11070,161610,42650,NA,O,3968,71,NA,2,1,6,3,1,3,1,5,2,1,2,1,1,2,2,2,2,3,1,2,2,0,1296,2,1,5,1,NA,NA,BERWYN,60402,8292,0.2575976845151954,0.011939218523878437,0.004100337674867342,0.7130969609261939,0.02653159671972986,05573,Berwyn,0,0,1,0,0,0,SCHOOL DISTRICT  100,BERWYN CICERO STICKNEY HIGH SCHOOL 201,15.456,62167,FALSE,TRUE,TRUE
1985,210,71,71021,175780,20760,NA,T,1298,66,NA,2,1,5,3,1,3,1,5,1,0,3,1,1,NA,NA,2,2,1,2,1,2,0,1140,2,1,1,NA,NA,NA,CHICAGO,60646,4725,0.6960846560846561,0.030476190476190476,0.1073015873015873,0.14137566137566138,0.049523809523809526,14000,Chicago,0,0,1,0,1,0,SAUGANASH,TAFT HS,6.901516611295682,105833,FALSE,TRUE,TRUE
1986,278,28,28047,274210,48700,NA,T,9277,28,NA,3,1,9,4,3,3,1,5,1,1,3,3,1,2,2,2,2,3,2,1,1,0,2814,2,1,2,NA,NA,NA,TINLEY PARK,60477,6444,0.8767846058348852,0.02451893234016139,0.025760397268777158,0.06905648665425201,0.007759155803848541,75484,Tinley Park,0,0,1,0,0,0,SCHOOL DISTRICT  140,CONSOLIDATED HIGH SCHOOL  230,11.122,99038,FALSE,TRUE,TRUE
1987,295,21,21162,225940,15680,NA,W,3136,27,NA,3,1,6,2,3,1,1,5,1,0,3,1,1,2,NA,2,2,3,2,1,2,0,1548,2,1,2,NA,NA,NA,WILLOW SPRINGS,60480,4062,0.759970457902511,0.021664204825209258,0.010585918266863614,0.1777449532250123,0.06006893156080748,82049,Willow Springs,0,0,9,1,0,0,SCHOOL DISTRICT C C  108,COMMUNITY HIGH SCHOOL  217,13.925,73281,FALSE,TRUE,TRUE
1988,211,73,73070,380010,219230,NA,O,4216,127,2,1,1,9,6,1,3,2,5,2,0,1,2,0,2,2,2,2,3,1,2,2,0,2215,2,2,2,3,NA,1,CHICAGO,60618,6069,0.834733893557423,0.0057670126874279125,0.028505519855000824,0.07546548030977096,0.11105618718075465,14000,Chicago,0,0,1,0,0,0,BELL,LAKE VIEW HS,6.89,133845,FALSE,TRUE,TRUE
1989,211,77,77020,210780,62300,NA,W,4450,115,2,2,1,8,4,1,1,2,5,2,0,3,2,0,NA,NA,2,2,3,1,2,2,0,1796,2,2,2,NA,NA,1,CHICAGO,60651,4965,0.19697885196374623,0.16837865055387713,0.02175226586102719,0.5675730110775428,0.07411883182275932,14000,Chicago,0,0,1,0,0,0,LOWELL,ORR HS,6.89,43438,FALSE,TRUE,TRUE
1990,203,22,22120,269890,64160,NA,T,7129,73,NA,2,1,6,3,1,1,1,5,2,1,2,1,0,2,NA,2,2,1,2,1,2,0,1168,2,1,1,3,NA,NA,PARK RIDGE,60068,3998,0.9139569784892446,0.004752376188094047,0.025512756378189096,0.029014507253626812,0.04377188594297149,57875,Park Ridge,0,0,1,0,0,0,SCHOOL DISTRICT C C  64,MAINE TOWNSHIP HIGH SCHOOL  207,8.938,125764,FALSE,TRUE,TRUE
1991,203,72,72130,29880,23250,NA,W,3100,129,NA,1,1,6,3,1,3,1,5,2,0,3,1,1,2,2,2,2,7,NA,NA,NA,0,1014,2,1,1,NA,NA,NA,CHICAGO,60636,1044,0.005747126436781609,0.9674329501915708,0,0.0019157088122605363,0.04980842911877394,14000,Chicago,0,0,1,0,0,0,BASS,HARPER HS,6.873317191283292,32426,FALSE,FALSE,TRUE
1992,211,73,73050,520780,174800,AV,W,3800,117,6,2,2,30,12,1,3,2,5,2,0,3,6,0,2,NA,2,2,7,NA,NA,NA,0,7557,2,2,3,NA,NA,NA,CHICAGO,60640,3693,0.41700514486867046,0.3926347143243975,0.08204711616571893,0.10073111291632819,0.011643650148930408,14000,Chicago,0,0,1,0,0,0,BRENNEMANN,SENN HS,6.89,51950,FALSE,FALSE,TRUE
1993,205,77,77051,487620,106250,NA,W,3125,119,NA,2,2,8,4,1,3,1,5,2,0,3,2,0,2,2,2,2,3,2,2,2,0,1778,2,1,2,NA,NA,NA,CHICAGO,60622,3347,0.7762175082163131,0.028383627128772036,0.0358530026889752,0.12130265909769944,0.06692560501942038,14000,Chicago,0,0,3,0,0,0,COLUMBUS,WELLS HS,6.89,113618,FALSE,TRUE,TRUE
1994,211,77,77013,109910,37400,NA,W,4400,109,NA,1,1,6,4,2,3,1,5,2,0,3,2,0,NA,NA,2,2,7,NA,NA,NA,0,2360,2,2,2,NA,NA,NA,CHICAGO,60644,1284,0.024922118380062305,0.9299065420560748,0,0.037383177570093455,0.01557632398753894,14000,Chicago,0,0,1,0,0,0,DE PRIEST,AUSTIN CCA HS,6.89,19023,FALSE,FALSE,TRUE
1995,234,37,37150,114020,60280,NA,W,12691,52,NA,3,1,7,4,3,1,1,5,1,1,3,2,2,2,NA,2,2,3,2,1,2,0,1834,2,1,4,NA,NA,NA,SOUTH HOLLAND,60473,2838,0.14799154334038056,0.8146582100070472,0,0.03171247357293869,0.01127554615926709,70850,South Holland,0,0,1,0,0,0,SCHOOL DISTRICT  150,THORNTON TOWNSHIP HIGH SCHOOL  205,18.723,63750,FALSE,TRUE,TRUE
1996,204,38,38010,232210,56970,NA,W,9909,51,NA,2,1,8,4,3,3,1,5,1,0,3,2,0,2,2,2,2,3,2,1,2,0,1904,2,1,1,NA,1,NA,MOUNT PROSPECT,60056,1685,0.8249258160237388,0.0011869436201780415,0.12225519287833828,0.01483679525222552,0.04747774480712166,51089,Mount Prospect,0,0,1,0,0,0,SCH DIST 21 WHEELING COMM CONSOLIDATED,ARLINGTON HTS TWNSHP H S 214,10.665,90529,FALSE,TRUE,TRUE
1997,234,39,39071,157450,49330,NA,T,7590,59,NA,3,1,7,4,3,1,2,5,2,0,2,2,1,NA,NA,2,2,3,2,2,2,52,1443,2,1,4,1,NA,NA,OAK LAWN,60453,4607,0.5971347948773605,0.08291729976123291,0.031907966138484914,0.284566963316692,0.0034729759062296505,54820,Oak Lawn,0,0,1,0,0,0,SCHOOL DISTRICT  123,COMMUNITY HIGH SCHOOL  218,13.148,55662,FALSE,TRUE,TRUE
1998,206,71,71200,257580,47660,NA,O,3813,97,NA,1,1,8,4,1,3,2,5,2,0,3,2,0,2,NA,2,2,1,1,2,2,0,2204,2,1,2,NA,NA,1,CHICAGO,60707,7451,0.20373104281304522,0.0488525030197289,4.0263051939337e-4,0.7058113004965776,0.06710508656556168,14000,Chicago,0,0,1,0,0,0,"LOCKE, J",STEINMETZ COLLEGE PREP HS,6.894,40262,FALSE,TRUE,TRUE
1999,202,18,18020,125720,34750,NA,W,9929,52,NA,1,1,5,3,1,1,1,5,1,0,3,1,0,2,2,2,2,7,NA,NA,NA,0,898,2,1,1,NA,NA,NA,STREAMWOOD,60107,7060,0.48937677053824363,0.05297450424929179,0.0708215297450425,0.3729461756373938,0.027762039660056657,73157,Streamwood,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.958,75682,FALSE,FALSE,TRUE
2000,278,12,12150,143690,20860,NA,W,9272,19,NA,1,1,6,3,2,3,1,5,1,0,3,2,1,2,2,2,2,3,1,1,1,0,2262,2,1,2,NA,NA,NA,SAUK VILLAGE,60411,6277,0.1959534809622431,0.6625776644894058,0.003186235462800701,0.09208220487494026,0.08618766926875897,67769,Sauk Village,0,0,1,0,0,0,SCHOOL DISTRICT C C  168,BLOOM TOWNSHIP HIGH SCHOOL  206,15.233,45625,FALSE,TRUE,TRUE
2001,278,35,35040,282740,41760,NA,W,8792,48,NA,1,1,9,5,2,3,1,5,1,1,3,1,1,2,2,2,2,3,1,1,2,0,2507,2,1,2,NA,NA,NA,SCHAUMBURG,60194,3762,0.7583732057416268,0.03561935140882509,0.10659223817118554,0.06539074960127592,0.06246677299308878,68003,Schaumburg,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.172189655172414,78317,FALSE,TRUE,TRUE
2002,202,11,11050,153850,40630,NA,W,3780,95,NA,2,1,6,3,1,3,2,5,1,0,1,1,0,1,2,2,2,1,1,2,2,0,978,2,1,1,3,NA,1,BERWYN,60402,6762,0.18944099378881987,0.04406980183377699,0.022774327122153208,0.7278911564625851,0.028541851523217983,05573,Berwyn,0,0,1,0,0,0,SCHOOL DISTRICT  100,BERWYN CICERO STICKNEY HIGH SCHOOL 201,15.456,60687,FALSE,TRUE,TRUE
2003,211,77,77103,303250,65620,NA,W,3125,21,3,2,1,14,6,1,2,1,5,1,0,3,3,0,2,2,2,2,7,NA,NA,NA,0,3864,2,2,2,NA,NA,NA,CHICAGO,60612,2172,0.17679558011049723,0.4525782688766114,0.12016574585635359,0.22974217311233885,0.04143646408839779,14000,Chicago,0,0,3,0,0,0,JENSEN,MANLEY HS,6.913,80313,FALSE,FALSE,TRUE
2004,206,17,17120,508690,112500,NA,W,7500,112,NA,1,1,8,4,1,3,1,5,1,2,2,1,1,2,2,2,2,3,1,2,2,0,2205,2,1,2,3,NA,NA,EVANSTON,60201,4175,0.8941317365269461,0.004550898203592815,0.03688622754491018,0.04263473053892215,0.038802395209580835,24582,Evanston,0,0,1,0,0,0,SCHOOL DISTRICT C C  65,EVANSTON TOWNSHIP HIGH SCHOOL  202,8.035,141250,FALSE,TRUE,TRUE
2005,206,21,21032,725230,148500,NA,W,16500,96,NA,2,5,11,4,1,3,1,5,1,1,2,3,0,2,2,2,2,5,2,2,2,0,4117,2,1,2,1,NA,NA,LA GRANGE,60525,5794,0.9366586123576113,0.006731101139109423,0.021401449775629963,0.019848118743527786,0.03072143596824301,40767,La Grange,0,0,1,0,0,0,SCHOOL DISTRICT  102,LYONS TOWNSHIP HIGH SCHOOL  204,9.461,175078,FALSE,TRUE,TRUE
2006,206,25,25072,441410,69300,NA,W,6600,66,NA,3,1,6,3,3,3,1,5,1,0,3,2,0,2,2,2,2,1,1,1,1,0,2860,2,1,2,NA,NA,NA,NORTHBROOK,60062,5742,0.8650296064089168,0,0.1250435388366423,0.0073145245559038665,0.00522466039707419,53481,Northbrook,0,0,1,0,0,0,SCHOOL DISTRICT 28,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.418,140789,FALSE,TRUE,TRUE
2007,203,37,37024,49130,14060,NA,W,3750,65,NA,2,1,5,3,1,1,1,5,2,0,3,1,1,2,2,2,2,2,1,2,2,0,1031,2,1,1,NA,NA,NA,RIVERDALE,60827,6077,0.0396577258515715,0.8777357248642422,0.0037847622181997696,0.04870824419944051,0.06022708573309199,64278,Riverdale,0,0,1,0,0,0,SCHOOL DISTRICT  148,THORNTON TOWNSHIP HIGH SCHOOL  205,32.335,38269,FALSE,TRUE,TRUE
2008,278,71,71150,297460,55980,NA,W,4479,3,NA,2,1,9,4,1,1,1,5,1,1,3,3,1,2,2,2,2,7,NA,NA,NA,0,2218,2,1,2,NA,NA,NA,CHICAGO,60634,5350,0.5557009345794393,5.607476635514019e-4,0.05009345794392523,0.3936448598130841,0,14000,Chicago,0,0,1,0,0,0,BRIDGE,STEINMETZ COLLEGE PREP HS,6.884772382397572,64455,FALSE,FALSE,TRUE
2009,211,71,71171,308870,73390,NA,T,5062,93,6,2,1,24,12,4,3,2,5,2,0,3,6,0,2,NA,2,2,6,1,2,2,0,4236,2,2,2,NA,NA,NA,CHICAGO,60641,2714,0.29255711127487105,0.01658069270449521,0.050110537951363304,0.6378039793662491,0.0058953574060427415,14000,Chicago,0,0,1,0,0,0,FALCONER,FOREMAN HS,6.894,62734,FALSE,TRUE,TRUE
2010,202,37,37051,32110,21510,NA,W,5379,69,NA,1,1,5,2,2,3,1,2,2,0,2,1,0,NA,NA,2,2,3,1,2,2,0,812,2,1,1,3,NA,1,BURNHAM,60633,4189,0.14657436142277394,0.6032465982334686,0,0.24421102888517546,0.011936022917164,09798,Burnham,0,0,6,1,0,0,SCHOOL DISTRICT 1541/2,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,23.415,43983,FALSE,TRUE,TRUE
2011,203,72,72030,152620,37500,NA,W,3750,62,NA,2,1,6,4,1,1,2,5,2,1,3,2,1,NA,NA,2,2,3,2,2,2,0,1308,2,1,1,NA,NA,NA,CHICAGO,60629,4415,0.13499433748584372,0.019479048697621744,0,0.8439411098527746,0.0031710079275198188,14000,Chicago,0,0,3,1,0,0,PECK,HUBBARD HS,6.934,44722,FALSE,TRUE,TRUE
