"pid","assessed_value"
2415,385812.665333333
2416,562298.334866667
2417,229335.210666667
2418,146914.172933333
2419,308733.371066667
2420,118238.344666667
2421,357153.657333333
2422,875511.6096
2423,281243.8454
2424,213153.603466667
2425,424930.213133333
2426,452285.939733333
2427,465920.544533333
2428,168577.503666667
2429,479112.080628571
2430,538156.419142857
2431,63335.4898571428
2432,225428.447828571
2433,158175.580733333
2434,734616.360733333
2435,209871.871
2436,147967.960733333
2437,209456.634933333
2438,295271.780066667
2439,304047.198266667
2440,942882.707
2441,245461.556933333
2442,72513.9476561404
2443,130319.237866667
2444,83605.0361333333
2445,344521.623422222
2446,114451.803666667
2447,100871.056019048
2448,139839.201533333
2449,838161.950066667
2450,181184.704245614
2451,233243.37431746
2452,321926.1488
2453,190553.2772
2454,192348.1956
2455,1241004.54509524
2456,147173.504241558
2457,270703.529
2458,303447.9614
2459,108367.1222
2460,462309.564666667
2461,164674.174133333
2462,236977.9436
2463,1443111.69313333
2464,207569.4666
2465,313576.0472
2466,205646.624266667
2467,321571.3324
2468,591839.783
2469,200122.661133333
2470,208218.824022222
2471,269411.171260317
2472,213825.211374359
2473,202379.12947451
2474,542347.340457143
2475,227262.73108254
2476,91453.8220666667
2477,189433.428733333
2478,124237.4526
2479,234749.475390476
2480,250110.3338
2481,97923.4085272727
2482,168275.1356
2483,270321.881
2484,267985.833466667
2485,263955.977866667
2486,146736.957266667
2487,1273299.3294
2488,286539.7924
2489,290963.800466667
2490,493255.536466667
2491,866614.631333333
2492,114899.216269841
2493,137781.547861111
2494,229320.714228571
2495,203518.801
2496,256819.046222222
2497,1040427.96239048
2498,247884.06
2499,273062.9556
2500,85118.9534717949
2501,185965.255104762
2502,330628.328266667
2503,286615.634533333
2504,330364.319774687
2505,231898.338533333
2506,251336.998933333
2507,325041.3806
2508,369264.215847619
2509,143336.155733333
2510,493778.709666667
2511,232692.486666667
2512,262964.766066667
2513,485761.397466667
2514,253319.708
2515,217071.3316
2516,321873.335133333
2517,304616.6142
2518,207273.2722
2519,243225.959333333
2520,391076.124533333
2521,570005.337066667
2522,243989.156533333
2523,396857.733333333
2524,394728.202866667
2525,294129.718
2526,218025.789466667
2527,466648.226266667
2528,195067.483028571
2529,244215.503133333
2530,300670.065066667
2531,156256.316866667
2532,339730.569466667
2533,122399.879
2534,232285.7148
2535,518770.443714286
2536,345739.849666667
2537,389749.053088889
2538,532515.946385965
2539,665542.6182
2540,238971.775133333
2541,141571.7912
2542,226280.134
2543,324951.375466667
2544,1066742.14373333
2545,444854.582911111
2546,132790.528066667
2547,172699.840866667
2548,302771.3852
2549,314911.992
2550,416380.057885714
2551,85749.1164666667
2552,880695.894666667
2553,109664.559266667
2554,609009.899333333
2555,175630.3796
2556,151528.994178947
2557,250329.6094
2558,512486.395133333
2559,194275.383066667
2560,198561.221133333
2561,99150.6255523809
2562,142398.837009524
2563,97045.4516666667
2564,295021.347333333
2565,246756.130066667
2566,442466.105666667
2567,121100.766377778
2568,149832.539533333
2569,176399.844810256
2570,889123.288633333
2571,345697.484333333
2572,372281.834666667
2573,331107.7136
2574,465892.816533333
2575,358501.656133334
2576,424959.287355555
2577,213794.305866667
2578,317820.879133333
2579,137427.658810606
2580,262743.025885714
2581,305439.3988
2582,316103.4354
2583,360902.455666667
2584,185196.449933333
2585,84190.3964
2586,219697.110133333
2587,155051.6392
2588,251588.293933333
2589,280761.085533333
2590,310806.417333333
2591,151735.870666667
2592,153583.3762
2593,608905.9292
2594,314867.9276
2595,588709.2524
2596,126453.9404
2597,292470.227694949
2598,294736.426266667
2599,365649.520923809
2600,153613.841466667
2601,563695.298
2602,1784731.75973333
2603,967286.293466667
2604,198294.615285714
2605,599064.323133333
2606,652285.295
2607,307344.069333333
2608,410994.553333333
2609,374839.433866667
2610,98793.0240666667
2611,317271.017266667
2612,680050.506
2613,158484.257085714
2614,201247.2672
2615,148108.870155292
2616,65632.9228095238
2617,171960.768133333
2618,299408.545733333
2619,223571.5802
2620,200136.0944
2621,345270.659533333
2622,294762.7586
2623,380203.732666667
2624,255823.488933333
2625,315178.938885714
2626,203156.080666667
2627,355865.106711111
2628,233027.135066667
2629,264173.401066667
2630,298380.732666667
2631,160989.7656
2632,319875.063714286
2633,912511.017666667
2634,114894.4582
2635,282782.786
2636,263224.813533333
2637,192069.127333333
2638,236343.172642424
2639,205787.664828571
2640,358435.810533333
2641,363938.505777778
2642,153611.449504762
2643,189292.649866667
2644,218600.099333333
2645,170493.316133333
2646,316915.705533333
2647,334553.295172549
2648,178649.509393939
2649,215436.162733333
2650,381630.6364
2651,630449.829
2652,426273.7652
2653,124842.942244444
2654,342457.543888889
2655,202545.027622222
2656,326900.808133333
2657,549539.934266667
2658,92833.034552381
2659,253974.685
2660,328312.018
2661,360856.045270588
2662,182658.7588
2663,242010.213714286
2664,266103.495866667
2665,89321.6182
2666,163811.357333333
2667,427226.496152381
2668,404563.1386
2669,314017.839
2670,828427.104333333
2671,190791.201
2672,315664.0458
2673,238207.965866667
2674,149250.416704762
2675,337085.878733333
2676,242048.7296
2677,266570.266
2678,111501.775933333
2679,568547.6866
2680,138961.030933333
2681,191569.5912
2682,220261.5512
2683,165118.4002
2684,234000.926733333
2685,448697.486314286
2686,219162.006866667
2687,207828.527333333
2688,1209955.8392
2689,375796.518803922
2690,273333.037
2691,338049.456609524
2692,334431.9116
2693,161424.406666667
2694,257483.8454
2695,107910.647955556
2696,400520.780647619
2697,813403.209966666
2698,184204.404171429
2699,132114.908425397
2700,190568.925382345
2701,184466.522133333
2702,87747.9670476191
2703,323492.712942857
2704,208658.76007619
2705,364390.817161905
2706,356252.517866667
2707,93708.1587694585
2708,495030.211
2709,115169.529866667
2710,504526.068066666
2711,524825.070266667
2712,410038.869933333
2713,483943.4652
2714,157220.452066667
2715,308977.542733333
2716,265089.575333333
2717,201531.956266667
2718,152073.004
2719,205341.403666667
2720,133077.146066667
2721,767675.793533333
2722,261188.015066667
2723,331627.0768
2724,614722.513666666
2725,606166.6678
2726,307586.756466667
2727,275663.869333333
2728,332216.882533333
2729,164634.665961905
2730,561282.903571429
2731,231186.971841026
2732,305757.612666667
2733,287220.481333333
2734,252156.592266667
2735,863089.788819048
2736,224990.184807843
2737,156463.620866667
2738,413613.828666667
2739,368816.683066667
2740,205479.847
2741,325687.374133333
2742,181275.935933333
2743,352066.0212
2744,566123.759666667
2745,177645.259866667
2746,131881.075133333
2747,339371.3276
2748,1198200.832
2749,1040654.55002857
2750,181999.316
2751,176492.470933333
2752,92860.0028
2753,319189.427466667
2754,238509.216733333
2755,207830.923466667
2756,247037.396533333
2757,189601.882666667
2758,268642.895777778
2759,657904.741266667
2760,210217.116133333
2761,384193.095714286
2762,524703.572866667
2763,492093.395666667
2764,169887.291533333
2765,302225.691866667
2766,198171.629933333
2767,465441.624810256
2768,142313.765114286
2769,225758.30432381
2770,232934.901250794
2771,180514.402933333
2772,240099.5438
2773,171648.456476191
2774,296427.062666667
2775,897508.8486
2776,224513.744066667
2777,692445.911933333
2778,270635.389866667
2779,156329.801733333
2780,230076.012066667
2781,140012.161327273
2782,136401.300952381
2783,310631.719666667
2784,365198.2194
2785,235357.180628571
2786,345133.242
2787,173733.852333333
2788,177788.668666667
2789,116559.0864
2790,161549.406933333
2791,275443.945466667
2792,202692.658790476
2793,476100.079285714
2794,337891.121
2795,213142.755648485
2796,662418.108066667
2797,110639.925
2798,365188.334
2799,711848.346355555
2800,535431.4308
2801,200947.830133333
2802,814344.9
2803,416626.695466667
2804,350182.783515152
2805,330470.6456
2806,198486.863190476
2807,303033.816247619
2808,118469.734866667
2809,405552.3854
2810,109360.9698
2811,125825.439038095
2812,179219.894266667
2813,341035.242311111
2814,141777.582980952
2815,345536.793095238
2816,105716.3352
2817,272455.591133333
2818,455557.988704762
2819,141130.247533333
2820,117739.910866667
2821,590803.3744
2822,177923.294733333
2823,332468.912933333
2824,228133.675333333
2825,120600.518533333
2826,183324.487933333
2827,103733.171866667
2828,238922.5
2829,233625.148666667
2830,149312.422321212
2831,119181.671466667
2832,284345.546266667
2833,286197.040933333
2834,121086.119911111
2835,148022.949714286
2836,194403.836666667
2837,210394.935695238
2838,176443.463741259
2839,132795.952273304
2840,490269.729866667
2841,251084.428066667
2842,710178.205133334
2843,232275.6924
2844,150672.569466667
2845,286263.42
2846,1202653.9168
2847,317115.307
2848,220920.1036
2849,198522.882876923
2850,380680.506444445
2851,179384.109466667
2852,342934.848333334
2853,248161.708933333
2854,234394.318733333
2855,373769.3858
2856,398884.501333333
2857,237367.610444444
2858,352314.875333333
2859,78113.2424
2860,81673.5767333333
2861,368238.268466667
2862,116148.572933333
2863,270589.6156
2864,168180.558790476
2865,134523.943304762
2866,373700.026333333
2867,284172.6232
2868,100030.755933333
2869,291930.642
2870,144156.681866667
2871,114502.707292063
2872,245381.6084
2873,121711.344095238
2874,357726.618573618
2875,262681.843944828
2876,157174.045885714
2877,979758.0672
2878,285562.823066667
2879,232428.212333333
2880,501321.017533333
2881,231803.177
2882,487659.246133333
2883,148908.011133333
2884,215243.871866667
2885,749704.294
2886,228266.568466667
2887,416764.960276191
2888,1039419.1932
2889,69724.3328666667
2890,170679.135866667
2891,868594.027866667
2892,208659.8894
2893,290948.553466667
2894,470278.1768
2895,154723.431882828
2896,153637.53547619
2897,475058.5256
2898,147396.138866667
2899,238973.47067619
2900,254485.061142857
2901,193132.7594
2902,154345.689858824
2903,255827.630333333
2904,696721.592533333
2905,86630.1752666667
2906,130398.819904762
2907,281023.652380952
2908,329266.002866667
2909,253731.3644
2910,306155.247333333
2911,177702.723133333
2912,152205.835430303
2913,181158.745727273
2914,317076.713066667
2915,147516.3872
2916,598636.130666667
2917,256093.4404
2918,172772.941866667
2919,81481.1173333333
2920,243996.567333333
2921,138134.7832
2922,281677.342333333
2923,143975.012266667
2924,367807.448933333
2925,134312.080266667
2926,616551.978333334
2927,366813.735666667
2928,806341.2472
2929,106747.737885714
2930,522216.892133333
2931,193928.0472
2932,285996.098066667
2933,272237.684
2934,520294.595911111
2935,318625.553866667
2936,104445.658447619
2937,142936.552980952
2938,165631.0572
2939,474334.555933333
2940,112040.628666667
2941,86807.6118666667
2942,428217.034647619
2943,1083788.40493333
2944,196266.349
2945,1235842.90433333
2946,324394.0496
2947,699461.258733333
2948,328287.333733333
2949,294116.636266667
2950,142113.900416667
2951,149228.523230769
2952,997122.427533333
2953,313336.245619048
2954,341340.947666667
2955,201082.806866667
2956,122315.981407018
2957,151855.938466667
2958,194323.9956
2959,656558.397
2960,134343.846866667
2961,182398.422666667
2962,349384.749615873
2963,690048.587333333
2964,233259.938895238
2965,66026.637552381
2966,168644.637607784
2967,307349.767
2968,190739.025101754
2969,645205.875666667
2970,226525.952219048
2971,402933.477695238
2972,498470.753
2973,589091.573666667
2974,239738.0066
2975,149799.612088889
2976,593837.8326
2977,264154.624333333
2978,348582.470666667
2979,274728.404133333
2980,213628.0198
2981,177412.4386
2982,175973.763942857
2983,292768.923333333
2984,222010.377866667
2985,609716.319857143
2986,102155.607638095
2987,224542.9122
2988,149753.240833333
2989,245660.4198
2990,171420.627733333
2991,253322.948111111
2992,176389.1702
2993,521612.183333333
2994,243039.6452
2995,342400.649666667
2996,592778.965133333
2997,98346.7672
2998,198220.0622
2999,225795.383333333
3000,744594.469133333
3001,276547.116666667
3002,126934.571066667
3003,236283.893666667
3004,1387388.10193333
3005,127832.762466667
3006,371805.690333333
3007,125869.407666667
3008,114869.8608
3009,312904.245333333
3010,182346.4368
3011,125293.096961905
3012,200010.078174359
3013,84591.672
3014,329484.0988
3015,163453.099574359
3016,440166.7684
3017,420923.588733333
3018,102119.392866667
3019,283570.241066667
3020,367051.4572
3021,257290.689666667
3022,243826.9377
3023,136085.966644444
3024,267980.672533333
3025,115878.8918
3026,224018.609238095
3027,171293.132
3028,557118.834
3029,277784.622495238
3030,124862.853466667
3031,124603.315066667
3032,172085.482666667
3033,412796.432133333
3034,292476.312933333
3035,419870.4188
3036,119895.865952381
3037,139208.621266667
3038,159526.088666667
3039,134842.773466667
3040,407693.415619048
3041,223831.858361905
3042,124083.034333333
3043,151428.783666667
3044,764307.2964
3045,313080.5712
3046,229609.337333333
3047,155153.601828571
3048,493779.878533333
3049,115131.238
3050,70284.3632666667
3051,346739.779
3052,444255.662460073
3053,196535.8192
3054,123883.555381818
3055,148411.858133333
3056,323375.801333333
3057,214670.4952
3058,573412.448733333
3059,502762.588133333
3060,423623.7696
3061,377931.878733333
3062,242248.570238095
3063,958235.712257143
3064,272658.38
3065,237339.1224
3066,725921.5908
3067,992924.630687446
3068,278078.479733333
3069,308681.264933333
3070,307045.015733333
3071,96316.5787333333
3072,232241.65
3073,264640.895733333
3074,351608.924777778
3075,125428.1108337
3076,225103.444
3077,227227.698818182
3078,194375.477666667
3079,268718.3296
3080,1775431.64066667
3081,96084.9758
3082,196235.667951515
3083,295843.69152381
3084,286488.658866667
3085,172329.109904762
3086,209414.571333333
3087,229404.198371429
3088,172942.041933333
3089,294866.524933333
3090,230187.925933333
3091,217915.876733333
3092,209084.082644444
3093,217274.074666667
3094,147478.700022511
3095,110925.980596825
3096,342060.461133333
3097,166966.714466667
3098,187470.363066667
3099,175955.264533333
3100,179951.597133333
3101,180945.994066667
3102,256198.117066667
3103,239960.581641026
3104,339040.4574
3105,664952.1458
3106,225475.948066667
3107,462008.855533333
3108,272731.2118
3109,301486.931666667
3110,235454.504333333
3111,260347.510933333
3112,259674.224448485
3113,335509.1338
3114,106569.128533333
3115,427035.041066667
3116,255673.2634
3117,287715.799266667
3118,271371.118266667
3119,203784.0992
3120,129670.353333333
3121,281412.647866667
3122,135298.741672464
3123,169426.509733333
3124,85828.2128
3125,620648.891933333
3126,215058.656
3127,472612.726253147
3128,219357.251018182
3129,651892.4914
3130,185074.9636
3131,824697.638
3132,81965.6081333333
3133,598890.700666667
3134,234572.814405128
3135,391401.212247619
3136,291310.566790476
3137,181551.751466667
3138,854176.996933333
3139,119475.859266667
3140,129693.480847619
3141,363872.559733333
3142,292889.916
3143,127861.234133333
3144,202490.993142857
3145,159456.834533333
3146,204184.272266667
3147,227135.061266667
3148,150635.000533333
3149,125177.790533333
3150,96477.6032
3151,144671.996333333
3152,188095.413066667
3153,274959.010444444
3154,221185.3122
3155,143569.225333333
3156,466473.992666667
3157,296377.248666667
3158,680664.279428571
3159,248532.845333333
3160,435267.785733333
3161,174752.304933333
3162,324945.808904762
3163,150224.805133333
3164,121433.612333333
3165,499210.034333333
3166,610928.515190476
3167,539822.023977778
3168,163372.495466667
3169,393475.31
3170,128332.886390476
3171,131079.952133333
3172,181723.4404
3173,251523.803442424
3174,82785.4248666667
3175,328676.462743165
3176,205436.899066667
3177,194070.076666667
3178,153838.669533333
3179,121302.408333333
3180,1160028.99419048
3181,68361.6876
3182,207245.314133333
3183,270581.794933333
3184,545546.337466667
3185,159806.6156
3186,167842.212010256
3187,182737.1916
3188,270912.985161905
3189,139993.574266667
3190,183879.364726984
3191,373564.088333333
3192,528572.762666667
3193,482873.8382
3194,287185.448333333
3195,178025.579
3196,480261.701733333
3197,1070020.87558095
3198,400479.78
3199,97666
3200,192436.330666667
3201,91786.1334666667
3202,384568.5142
3203,159758.740333333
3204,271732.394549495
3205,117425.070266667
3206,202676.2226
3207,588855.214066667
3208,194857.630866667
3209,128961.189533333
3210,780189.921977778
3211,564279.995488889
3212,395696.039666667
3213,209122.523133333
3214,531736.8846
3215,770179.9626
3216,242820.733
3217,238608.79127619
3218,144775.756533333
3219,206309.635133333
3220,335056.197333333
3221,404416.961266667
3222,1157847.8771619
3223,170910.323504762
3224,136140.269
3225,112236.4728
3226,225664.3268
3227,233030.7796
3228,267550.4094
3229,173976.7678
3230,545097.9958
3231,549283.960666667
3232,200175.791933333
3233,177843.85107619
3234,453099.027733333
3235,1070785.72986667
3236,244710.469097436
3237,145550.108866667
3238,296806.517733333
3239,240463.749
3240,388873.811333333
3241,268070.590933333
3242,1047309.85813333
3243,451614.46
3244,183289.6458
3245,284395.414311111
3246,618712.2876
3247,166867.031980952
3248,179657.819236364
3249,127016.321
3250,185213.906
3251,331659.4488
3252,370880.245866667
3253,85211.2965934124
3254,275886.583333333
3255,415039.4216
3256,218378.933666667
3257,461646.885
3258,335324.561333333
3259,189594.796666667
3260,289394.592333333
3261,198978.130993939
3262,205805.757333333
3263,172575.523866667
3264,331168.373666667
3265,304761.094666667
3266,176988.62495
3267,707824.940533333
3268,200940.703012121
3269,432361.912577778
3270,181604.568333333
3271,407641.145266667
3272,161861.654927273
3273,1759083.90426667
3274,191221.97687619
3275,143673.596733333
3276,435164.744
3277,430441.712666667
3278,153541.777742857
3279,294883.54
3280,319348.996466667
3281,236688.232533333
3282,205045.6284
3283,444963.949666667
3284,260053.826933333
3285,133699.619066667
3286,41596.4763333333
3287,346707.312666667
3288,841361.97652381
3289,284585.1406
3290,205260.971333333
3291,99797.7020666667
3292,163131.041266667
3293,513481.8328
3294,2241237.49666667
3295,333417.229657143
3296,637265.637295238
3297,398154.917466667
3298,444431.144
3299,265283.5616
3300,112388.301133333
3301,103485.2076
3302,112588.627333333
3303,269860.9108
3304,188557.45
3305,901857.256333333
3306,494444.718317949
3307,262174.796133333
3308,599574.648066666
3309,123846.518105051
3310,167568.192127273
3311,269956.434733333
3312,174464.0538
3313,217584.176574359
3314,258714.332533333
3315,229952.588571429
3316,430395.707095238
3317,217482.400533333
3318,296115.362133333
3319,342925.490666667
3320,108864.019066667
3321,281440.993904762
3322,192216.803028571
3323,250875.857809524
3324,253537.592
3325,298873.6
3326,225517.1712
3327,739612.431333333
3328,256486.836190476
3329,362424.883688889
3330,420111.170209524
3331,387351.778666667
3332,116087.380133333
3333,76735.9914666667
3334,344977.192866667
3335,286730.302342857
3336,47344.2828204906
3337,310940.836666667
3338,168837.787521569
3339,143821.753466667
3340,261203.325685714
3341,171439.560327273
3342,336384.6648
3343,334641.971533333
3344,273056.568666667
3345,210012.428288889
3346,362237.433333333
3347,451764.870133333
3348,272890.4346
3349,379635.1132
3350,235988.274266667
3351,325398.690247619
3352,1068759.84166667
3353,194312.830588406
3354,323190.4828
3355,532327.357466667
3356,147622.719466667
3357,210535.980171429
3358,501714.461676923
3359,389292.179733333
3360,412603.414028571
3361,364682.281266667
3362,621599.708333333
3363,192104.078238095
3364,175315.851812698
3365,142344.222295238
3366,180019.825587301
3367,210763.8118
3368,365115.7084
3369,258601.990266667
3370,165357.199333333
3371,407811.496466667
3372,173646.821714286
3373,162832.109933333
3374,297888.378466667
3375,157090.41224127
3376,496526.1196
3377,261896.111733333
3378,155936.507793939
3379,319397.689466667
3380,240258.96212381
3381,1016732.74642857
3382,761706.619733333
3383,78468.1278380952
3384,1030069.38742857
3385,151209.025466667
3386,424930.213133333
3387,158805.072333333
3388,319113.865466667
3389,143839.451066667
3390,325873.580266667
3391,159059.113777778
3392,251486.436466667
3393,361486.779285714
3394,340630.350619048
3395,254865.166
3396,283523.7144
3397,118244.571666667
3398,200646.98090303
3399,269624.9628
3400,234667.068742857
3401,462009.3518
3402,222526.465
3403,233138.772733333
3404,329429.591111111
3405,542508.9454
3406,359985.351266667
3407,371941.644666667
3408,921121.466523809
3409,123463.663
3410,208172.264933333
3411,377654.764333333
3412,158599.257733333
3413,172140.175466667
3414,568055.555533333
3415,216901.873666667
3416,199203.025466667
3417,744409.765866667
3418,296399.080904762
3419,465509.7942
3420,205481.6514
3421,250881.233066667
3422,649270.074666667
3423,626837.536866667
3424,200972.42827619
3425,433033.452866667
3426,108226.221
3427,339716.229809524
3428,497829.964666667
3429,81159.3252666667
3430,374990.316
3431,219618.211616374
3432,534991.423466667
3433,495177.543809524
3434,145073.572939683
3435,188332.691866667
3436,364694.997733333
3437,211054.344138462
3438,237274.089133333
3439,218559.224266667
3440,237724.593
3441,514987.645733333
3442,550162.167666667
3443,177549.368533333
3444,137239.4762
3445,219554.936
3446,230003.300666667
3447,282130.548333333
3448,223755.9504
3449,147420.2612
3450,702452.7936
3451,105078.270933333
3452,778503.32752381
3453,274091.473333333
3454,187636.375866667
3455,198451.153533333
3456,138391.384333333
3457,597937.491266667
3458,561916.9062
3459,133522.469933333
3460,421726.128
3461,192319.26
3462,334459.492933333
3463,437476.836161905
3464,436093.112066666
3465,470168.942933333
3466,99122.7568666666
3467,257568.668095238
3468,302466.1928
3469,207922.4186
3470,285860.828
3471,377434.299
3472,1438765.85587179
3473,149187.037533333
3474,252018.5492
3475,186943.693066667
3476,236889.035085714
3477,97515.4263359307
3478,147228.437866667
3479,843942.462466667
3480,238753.140333333
3481,130416.181733333
3482,415350.863933333
3483,220793.297071795
3484,318387.4752
3485,364548.133448366
3486,375401.533361905
3487,226747.3952
3488,189076.804574359
3489,294710.095733333
3490,103313.164733333
3491,262833.215533333
3492,234328.544333333
3493,188370.61430303
3494,205439.837507692
3495,168724.263466667
3496,198987.627933333
3497,199249.4808
3498,137192.5524
3499,188882.120733333
3500,272616.821885714
3501,291361.699266667
3502,121561.069866667
3503,378658.0048
3504,202285.966955555
3505,218642.906866667
3506,447452.6344
3507,214015.429038095
3508,467845.474
3509,264523.162375758
3510,271550.196222222
3511,553213.6346
3512,167518.009466667
3513,138005.7976
3514,157495.336133333
3515,248195.547466667
3516,228875.6682
3517,184402.367533333
3518,590842.5494
3519,437017.595
3520,439736.4632
3521,219113.942266667
3522,423759.7052
3523,172939.409
3524,312192.761561905
3525,356953.288
3526,330291.982136752
3527,289672.444466667
3528,675111.9224
3529,165602.366733333
3530,194148.781133333
3531,726460.461466667
3532,323093.797463768
3533,127173.411333333
3534,212685.269333333
3535,123448.371816667
3536,503541.007
3537,1484941.81466667
3538,83884.8757220779
3539,314877.7684
3540,188412.8852
3541,296822.257666667
3542,285679.403866667
3543,279466.109333333
3544,222450.407666667
3545,218298.248933333
3546,378260.002780952
3547,204521.7274
3548,1647213.0268
3549,114288.854533333
3550,189035.9566
3551,250902.186031078
3552,97703.6455333333
3553,88219.3088666667
3554,306176.355666667
3555,629006.313333333
3556,289501.685333333
3557,168684.414266667
3558,229935.2142
3559,111069.720866667
3560,166002.697238095
3561,326283.9632
3562,199795.741733333
3563,454337.292466667
3564,315523.567333333
3565,595947.7288
3566,158577.953533333
3567,294077.522333333
3568,212773.494866667
3569,187526.1542
3570,247142.225466667
3571,169514.699
3572,138721.545533333
3573,748871.728
3574,498892.505450794
3575,184672.352245614
3576,170088.0004
3577,465698.179333333
3578,347680.5562
3579,87922.7463333334
3580,239628.974533333
3581,195537.404745455
3582,259185.110866667
3583,134428.140666667
3584,675923.156
3585,101226.3768
3586,363568.609
3587,168544.4788
3588,455374.587409524
3589,205725.724
3590,238715.599933333
3591,111518.142
3592,207783.161904762
3593,187393.549238095
3594,234954.178333333
3595,203339.877009524
3596,208894.855
3597,267588.064933333
3598,321234.5204
3599,247126.578488889
3600,1969144.06066667
3601,660904.395533333
3602,212235.121866667
3603,161346.470416667
3604,168622.370266667
3605,214771.341733333
3606,238739.070733333
3607,238225.683511111
3608,1112884.15613333
3609,253450.8818
3610,266620.100190476
3611,145580.378133333
3612,260225.2096
3613,610722.893333333
3614,298300.808933333
3615,341331.2778
3616,193920.818684848
3617,472969.476933333
3618,278125.303761905
3619,135210.414
3620,203976.1848
3621,225794.385333333
3622,666486.251733333
3623,178713.335533333
3624,328338.957266667
3625,95730.8927904762
3626,148878.609533333
3627,175697.165466667
3628,190736.275333333
3629,495622.077866667
3630,439443.718151515
3631,221814.744095238
3632,317485.1056
3633,293922.029333333
3634,287790.494133333
3635,527556.810666667
3636,164399.117333333
3637,432004.699
3638,218649.936642424
3639,87281.463
3640,470635.064476923
3641,245796.598509091
3642,285833.037333333
3643,929285.091733333
3644,284172.106133333
3645,123535.4446
3646,921322.453133334
3647,119681.690533333
3648,253477.213933333
3649,408783.046466667
3650,681718.7764
3651,86650.4710857143
3652,398070.777333333
3653,164443.978882051
3654,292910.268933333
3655,492849.6948
3656,960237.473133333
3657,123069.602133333
3658,317907.121444444
3659,335356.863733333
3660,217537.645266667
3661,282224.166133333
3662,727087.986333333
3663,175546.673333333
3664,225441.139471795
3665,223739.618466667
3666,251357.981
3667,1702304.14546667
3668,378771.2544
3669,99593.2475777778
3670,263867.194066667
3671,395480.729
3672,1120891.65126667
3673,337824.297638095
3674,228490.017095238
3675,97603.3674
3676,172029.405533333
3677,252123.584866667
3678,184711.094409524
3679,533048.588333333
3680,222109.670374359
3681,306415.098661438
3682,318758.952466667
3683,758764.314266667
3684,352880.015133333
3685,190079.6218
3686,173102.026
3687,150120.6164
3688,559082.887733334
3689,196779.036066667
3690,872203.0868
3691,885839.791866667
3692,104677.923466667
3693,126065.036666667
3694,539114.072361905
3695,939641.213190476
3696,147727.877333333
3697,455159.51127619
3698,311178.865333333
3699,272843.583333333
3700,241410.530066667
3701,143990.791466667
3702,1030626.95246667
3703,608100.331
3704,633198.694666667
3705,187390.597636364
3706,555344.597460318
3707,234902.324628571
3708,430966.6688
3709,224220.334577778
3710,126791.4692
3711,164941.677666667
3712,283513.6718
3713,195724.828342857
3714,222267.307
3715,268883.629507692
3716,190425.767019048
3717,252458.086323809
3718,147824.096142857
3719,599744.92
3720,438070.402333333
3721,377125.392
3722,325941.176666667
3723,657271.539333333
3724,283359.718977778
3725,1059534.0570381
3726,371034.959666667
3727,81006.8051238095
3728,1533380.1644
3729,1167777.38004762
3730,234538.910866667
3731,440976.913
3732,96931.9910666667
3733,429469.3192
3734,391290.390533333
3735,333659.778266667
3736,204361.526866667
3737,370440.788133333
3738,423212.225
3739,158288.793
3740,224558.5764
3741,308445.116266667
3742,188127.842333333
3743,258671.752466667
3744,384152.7158
3745,95681.4633824561
3746,539643.837866667
3747,232374.95171746
3748,599881.338133333
3749,529881.318095238
3750,235255.090933333
3751,100155.4048
3752,166144.125866667
3753,766479.016466667
3754,144434.1438
3755,429522.903066667
3756,143198.037466667
3757,222963.750866667
3758,319090.219009524
3759,264503.169
3760,262831.717333333
3761,486251.546476923
3762,817354.672933333
3763,167362.45412381
3764,350133.7448
3765,334461.808333333
3766,138889.494505051
3767,240746.6048
3768,306970.447066667
3769,244858.2298
3770,129998.172671795
3771,454753.508133333
3772,467710.059266667
3773,409332.5592
3774,220405.685333333
3775,445715.435133333
3776,427763.165866667
3777,158582.834333333
3778,218964.7438
3779,112713.897733333
3780,429343.905266667
3781,142159.660285714
3782,305809.8286
3783,287669.5602
3784,121163.644
3785,149737.439733333
3786,113313.737884271
3787,132683.662106715
3788,224858.6488
3789,110702.867569697
3790,291017.525
3791,241260.276466667
3792,901971.7816
3793,88089.461
3794,147003.523422222
3795,200192.526666667
3796,734200.2198
3797,391539.842333333
3798,269664.407333333
3799,193184.9736
3800,518109.678466667
3801,287302.508666667
3802,84548.4334666667
3803,339212.751266667
3804,202734.194266667
3805,209437.530009524
3806,324035.716285714
3807,331178.21431746
3808,173475.324733333
3809,260884.2008
3810,230643.286857143
3811,594278.835714286
3812,329155.804933333
3813,282143.933552381
3814,156090.107549784
3815,446951.338342857
3816,204911.1072
3817,139981.172466667
3818,401563.562133333
3819,170312.770209524
3820,385870.191133333
3821,116188.616933333
3822,206644.790466667
3823,226811.0926
3824,175438.514266667
3825,226848.304666667
3826,322943.327066667
3827,632182.514333333
3828,199187.9628
3829,298248.616933333
3830,211543.2168
3831,306796.012419048
3832,422965.2512
3833,335871.430533333
3834,205091.986133333
3835,484878.824933333
3836,167028.339666667
3837,329874.999933333
3838,158322.488533333
3839,472495.306644445
3840,229678.3312
3841,564731.6074
3842,467440.2326
3843,131738.769466667
3844,338298.946666667
3845,907551.218266667
3846,227595.8824
3847,280876.369066667
3848,330684.939466667
3849,170652.209333333
3850,267174.635533333
3851,271999.970216162
3852,85666.0507333333
